ID;id_inspection;id_question;id_answer;SCORE
9766;662;9;35;24
9767;663;1;4;48
9768;663;10;40;32
9769;663;11;44;24
9770;663;2;7;36
9771;663;3;12;40
9772;663;4;16;40
9773;663;5;20;40
9774;663;6;24;36
9775;663;7;28;20
9776;663;8;32;40
9777;663;9;36;32
9778;664;1;3;36
9779;664;10;38;16
9780;664;11;43;18
9781;664;2;6;24
9782;664;3;12;40
9783;664;4;15;30
9784;664;5;19;30
9785;664;6;23;27
9786;664;7;27;15
9787;664;8;32;40
9788;664;9;33;8
9789;665;1;3;36
9790;665;10;39;24
9791;665;11;44;24
9792;665;2;8;48
9793;665;3;11;30
9794;665;4;16;40
9795;665;5;19;30
9796;665;6;24;36
9797;665;7;28;20
9798;665;8;32;40
9799;665;9;36;32
9800;666;1;4;48
9801;666;10;40;32
9802;666;11;44;24
9803;666;2;8;48
9804;666;3;12;40
9805;666;4;16;40
9806;666;5;17;10
9807;666;6;24;36
9808;666;7;28;20
9809;666;8;32;40
9810;666;9;36;32
9811;667;1;3;36
9812;667;10;39;24
9813;667;11;44;24
9814;667;2;7;36
9815;667;3;11;30
9816;667;4;15;30
9817;667;5;19;30
9818;667;6;23;27
9819;667;7;27;15
9820;667;8;32;40
9821;667;9;36;32
9822;668;1;3;36
9823;668;10;40;32
9824;668;11;44;24
9825;668;2;7;36
9826;668;3;12;40
9827;668;4;16;40
9828;668;5;19;30
9829;668;6;24;36
9830;668;7;28;20
9831;668;8;32;40
9832;668;9;36;32
9833;669;1;4;48
9834;669;10;40;32
9835;669;11;44;24
9836;669;2;7;36
9837;669;3;12;40
9838;669;4;16;40
9839;669;5;18;20
9840;669;6;24;36
9841;669;7;28;20
9842;669;8;31;30
9843;669;9;36;32
9844;670;1;4;48
9845;670;10;39;24
9846;670;11;44;24
9847;670;2;7;36
9848;670;3;12;40
9849;670;4;16;40
9850;670;5;20;40
9851;670;6;23;27
9852;670;7;28;20
9853;670;8;31;30
9854;670;9;35;24
9855;671;1;2;24
9856;671;10;40;32
9857;671;11;44;24
9858;671;2;5;12
9859;671;3;12;40
9860;671;4;16;40
9861;671;5;20;40
9862;671;6;22;18
9863;671;7;28;20
9864;671;8;32;40
9865;671;9;35;24
9866;672;1;1;12
9867;672;10;39;24
9868;672;11;43;18
9869;672;2;5;12
9870;672;3;11;30
9871;672;4;14;20
9872;672;5;17;10
9873;672;6;23;27
9874;672;7;27;15
9875;672;8;30;20
9876;672;9;34;16
9877;673;1;3;36
9878;673;10;39;24
9879;673;11;44;24
9880;673;2;7;36
9881;673;3;12;40
9882;673;4;15;30
9883;673;5;19;30
9884;673;6;23;27
9885;673;7;27;15
9886;673;8;32;40
9887;673;9;36;32
9888;674;1;3;36
9889;674;10;39;24
9890;674;11;44;24
9891;674;2;6;24
9892;674;3;11;30
9893;674;4;15;30
9894;674;5;19;30
9895;674;6;24;36
9896;674;7;27;15
9897;674;8;32;40
9898;674;9;35;24
9899;675;1;3;36
9900;675;10;40;32
9901;675;11;44;24
9902;675;2;8;48
9903;675;3;11;30
9904;675;4;15;30
9905;675;5;19;30
9906;675;6;24;36
9907;675;7;28;20
9908;675;8;32;40
9909;675;9;36;32
9910;676;1;1;12
9911;676;10;38;16
9912;676;11;42;12
9913;676;2;6;24
9914;676;3;9;10
9915;676;4;16;40
9916;676;5;17;10
9917;676;6;24;36
9918;676;7;25;5
9919;676;8;32;40
9920;676;9;36;32
9921;677;1;4;48
9922;677;10;39;24
9923;677;11;43;18
9924;677;2;7;36
9925;677;3;12;40
9926;677;4;16;40
9927;677;5;19;30
9928;677;6;24;36
9929;677;7;28;20
9930;677;8;31;30
9931;677;9;35;24
9932;678;1;3;36
9933;678;10;39;24
9934;678;11;43;18
9935;678;2;7;36
9936;678;3;12;40
9937;678;4;16;40
9938;678;5;18;20
9939;678;6;23;27
9940;678;7;28;20
9941;678;8;31;30
9942;678;9;35;24
9943;679;1;2;24
9944;679;10;40;32
9945;679;11;44;24
9946;679;2;6;24
9947;679;3;12;40
9948;679;4;16;40
9949;679;5;19;30
9950;679;6;22;18
9951;679;7;28;20
9952;679;8;32;40
9953;679;9;35;24
9954;680;1;3;36
9955;680;10;39;24
9956;680;11;43;18
9957;680;2;7;36
9958;680;3;10;20
9959;680;4;15;30
9960;680;5;19;30
9961;680;6;21;9
9962;680;7;27;15
9963;680;8;31;30
9964;680;9;34;16
9965;681;1;2;24
9966;681;10;38;16
9967;681;11;42;12
9968;681;2;5;12
9969;681;3;9;10
9970;681;4;14;20
9971;681;5;18;20
9972;681;6;21;9
9973;681;7;26;10
9974;681;8;31;30
9975;681;9;33;8
9976;682;1;2;24
9977;682;10;40;32
9978;682;11;43;18
9979;682;2;6;24
9980;682;3;12;40
9981;682;4;15;30
9982;682;5;18;20
9983;682;6;21;9
9984;682;7;27;15
9985;682;8;32;40
9986;682;9;34;16
9987;683;1;2;24
9988;683;10;40;32
9989;683;11;44;24
9990;683;2;7;36
9991;683;3;12;40
9992;683;4;15;30
9993;683;5;19;30
9994;683;6;23;27
9995;683;7;26;10
9996;683;8;30;20
9997;683;9;34;16
9998;684;1;3;36
9999;684;10;40;32
10000;684;11;44;24
10001;684;2;7;36
10002;684;3;12;40
10003;684;4;15;30
10004;684;5;18;20
10005;684;6;24;36
10006;684;7;28;20
10007;684;8;32;40
10008;684;9;36;32
10009;685;1;4;48
10010;685;10;40;32
10011;685;11;44;24
10012;685;2;5;12
10013;685;3;9;10
10014;685;4;16;40
10015;685;5;18;20
10016;685;6;24;36
10017;685;7;28;20
10018;685;8;32;40
10019;685;9;36;32
10020;686;1;2;24
10021;686;10;40;32
10022;686;11;44;24
10023;686;2;8;48
10024;686;3;12;40
10025;686;4;16;40
10026;686;5;19;30
10027;686;6;21;9
10028;686;7;27;15
10029;686;8;31;30
10030;686;9;36;32
10031;687;1;3;36
10032;687;10;40;32
10033;687;11;44;24
10034;687;2;7;36
10035;687;3;12;40
10036;687;4;16;40
10037;687;5;19;30
10038;687;6;24;36
10039;687;7;28;20
10040;687;8;32;40
10041;687;9;35;24
10042;688;1;3;36
10043;688;10;40;32
10044;688;11;44;24
10045;688;2;8;48
10046;688;3;12;40
10047;688;4;16;40
10048;688;5;18;20
10049;688;6;24;36
10050;688;7;28;20
10051;688;8;32;40
10052;688;9;36;32
10053;689;1;2;24
10054;689;10;39;24
10055;689;11;43;18
10056;689;2;6;24
10057;689;3;10;20
10058;689;4;15;30
10059;689;5;18;20
10060;689;6;23;27
10061;689;7;27;15
10062;689;8;31;30
10063;689;9;34;16
10064;690;1;2;24
10065;690;10;38;16
10066;690;11;42;12
10067;690;2;7;36
10068;690;3;12;40
10069;690;4;14;20
10070;690;5;19;30
10071;690;6;21;9
10072;690;7;25;5
10073;690;8;30;20
10074;690;9;35;24
10075;691;1;1;12
10076;691;10;38;16
10077;691;11;42;12
10078;691;2;5;12
10079;691;3;9;10
10080;691;4;14;20
10081;691;5;17;10
10082;691;6;21;9
10083;691;7;26;10
10084;691;8;30;20
10085;691;9;33;8
10086;692;1;4;48
10087;692;10;40;32
10088;692;11;43;18
10089;692;2;7;36
10090;692;3;12;40
10091;692;4;15;30
10092;692;5;19;30
10093;692;6;24;36
10094;692;7;28;20
10095;692;8;32;40
10096;692;9;36;32
10097;693;1;1;12
10098;693;10;37;8
10099;693;11;44;24
10100;693;2;8;48
10101;693;3;12;40
10102;693;4;15;30
10103;693;5;19;30
10104;693;6;24;36
10105;693;7;28;20
10106;693;8;32;40
10107;693;9;33;8
10108;694;1;1;12
10109;694;10;38;16
10110;694;11;41;6
10111;694;2;5;12
10112;694;3;9;10
10113;694;4;14;20
10114;694;5;17;10
10115;694;6;21;9
10116;694;7;26;10
10117;694;8;30;20
10118;694;9;33;8
10119;695;1;4;48
10120;695;10;40;32
10121;695;11;44;24
10122;695;2;8;48
10123;695;3;12;40
10124;695;4;16;40
10125;695;5;19;30
10126;695;6;22;18
10127;695;7;28;20
10128;695;8;32;40
10129;695;9;36;32
10130;696;1;3;36
10131;696;10;39;24
10132;696;11;44;24
10133;696;2;7;36
10134;696;3;12;40
10135;696;4;15;30
10136;696;5;19;30
10137;696;6;23;27
10138;696;7;28;20
10139;696;8;31;30
10140;696;9;36;32
10141;697;1;2;24
10142;697;10;40;32
10143;697;11;44;24
10144;697;2;7;36
10145;697;3;11;30
10146;697;4;15;30
10147;697;5;19;30
10148;697;6;24;36
10149;697;7;27;15
10150;697;8;32;40
10151;697;9;36;32
10152;698;1;3;36
10153;698;10;39;24
10154;698;11;44;24
10155;698;2;6;24
10156;698;3;12;40
10157;698;4;16;40
10158;698;5;19;30
10159;698;6;23;27
10160;698;7;27;15
10161;698;8;32;40
10162;698;9;35;24
10163;699;1;2;24
10164;699;10;38;16
10165;699;11;44;24
10166;699;2;6;24
10167;699;3;12;40
10168;699;4;16;40
10169;699;5;18;20
10170;699;6;21;9
10171;699;7;26;10
10172;699;8;31;30
10173;699;9;33;8
10174;700;1;2;24
10175;700;10;40;32
10176;700;11;44;24
10177;700;2;8;48
10178;700;3;12;40
10179;700;4;16;40
10180;700;5;19;30
10181;700;6;21;9
10182;700;7;27;15
10183;700;8;32;40
10184;700;9;33;8
10185;701;1;1;12
10186;701;10;37;8
10187;701;11;43;18
10188;701;2;8;48
10189;701;3;12;40
10190;701;4;16;40
10191;701;5;17;10
10192;701;6;24;36
10193;701;7;27;15
10194;701;8;32;40
10195;701;9;35;24
10196;702;1;2;24
10197;702;10;38;16
10198;702;11;42;12
10199;702;2;6;24
10200;702;3;9;10
10201;702;4;15;30
10202;702;5;18;20
10203;702;6;21;9
10204;702;7;28;20
10205;702;8;30;20
10206;702;9;36;32
10207;703;1;2;24
10208;703;10;39;24
10209;703;11;43;18
10210;703;2;7;36
10211;703;3;12;40
10212;703;4;15;30
10213;703;5;18;20
10214;703;6;21;9
10215;703;7;26;10
10216;703;8;30;20
10217;703;9;33;8
10218;704;1;2;24
10219;704;10;38;16
10220;704;11;42;12
10221;704;2;5;12
10222;704;3;11;30
10223;704;4;14;20
10224;704;5;18;20
10225;704;6;23;27
10226;704;7;26;10
10227;704;8;31;30
10228;704;9;35;24
10229;705;1;2;24
10230;705;10;38;16
10231;705;11;42;12
10232;705;2;6;24
10233;705;3;12;40
10234;705;4;16;40
10235;705;5;17;10
10236;705;6;21;9
10237;705;7;25;5
10238;705;8;31;30
10239;705;9;33;8
10240;706;1;1;12
10241;706;10;39;24
10242;706;11;42;12
10243;706;2;7;36
10244;706;3;11;30
10245;706;4;15;30
10246;706;5;20;40
10247;706;6;23;27
10248;706;7;27;15
10249;706;8;32;40
10250;706;9;34;16
10251;707;1;3;36
10252;707;10;39;24
10253;707;11;44;24
10254;707;2;8;48
10255;707;3;12;40
10256;707;4;16;40
10257;707;5;19;30
10258;707;6;23;27
10259;707;7;27;15
10260;707;8;32;40
10261;707;9;36;32
10262;708;1;1;12
10263;708;10;38;16
10264;708;11;41;6
10265;708;2;5;12
10266;708;3;9;10
10267;708;4;14;20
10268;708;5;17;10
10269;708;6;21;9
10270;708;7;26;10
10271;708;8;30;20
10272;708;9;33;8
10273;709;1;4;48
10274;709;10;40;32
10275;709;11;44;24
10276;709;2;7;36
10277;709;3;12;40
10278;709;4;16;40
10279;709;5;20;40
10280;709;6;23;27
10281;709;7;28;20
10282;709;8;32;40
10283;709;9;35;24
10284;710;1;3;36
10285;710;10;39;24
10286;710;11;43;18
10287;710;2;7;36
10288;710;3;11;30
10289;710;4;15;30
10290;710;5;20;40
10291;710;6;24;36
10292;710;7;27;15
10293;710;8;31;30
10294;710;9;33;8
10295;711;1;1;12
10296;711;10;39;24
10297;711;11;43;18
10298;711;2;7;36
10299;711;3;11;30
10300;711;4;15;30
10301;711;5;20;40
10302;711;6;23;27
10303;711;7;27;15
10304;711;8;32;40
10305;711;9;33;8
10306;712;1;4;48
10307;712;10;39;24
10308;712;11;42;12
10309;712;2;7;36
10310;712;3;12;40
10311;712;4;16;40
10312;712;5;18;20
10313;712;6;23;27
10314;712;7;27;15
10315;712;8;31;30
10316;712;9;33;8
10317;713;1;3;36
10318;713;10;40;32
10319;713;11;44;24
10320;713;2;7;36
10321;713;3;12;40
10322;713;4;16;40
10323;713;5;19;30
10324;713;6;24;36
10325;713;7;28;20
10326;713;8;32;40
10327;713;9;36;32
10328;714;1;2;24
10329;714;10;38;16
10330;714;11;43;18
10331;714;2;5;12
10332;714;3;10;20
10333;714;4;15;30
10334;714;5;19;30
10335;714;6;21;9
10336;714;7;26;10
10337;714;8;31;30
10338;714;9;33;8
10339;715;1;2;24
10340;715;10;39;24
10341;715;11;44;24
10342;715;2;7;36
10343;715;3;12;40
10344;715;4;16;40
10345;715;5;19;30
10346;715;6;23;27
10347;715;7;28;20
10348;715;8;32;40
10349;715;9;35;24
10350;716;1;4;48
10351;716;10;39;24
10352;716;11;44;24
10353;716;2;7;36
10354;716;3;12;40
10355;716;4;16;40
10356;716;5;19;30
10357;716;6;24;36
10358;716;7;28;20
10359;716;8;32;40
10360;716;9;35;24
10361;717;1;3;36
10362;717;10;39;24
10363;717;11;44;24
10364;717;2;7;36
10365;717;3;11;30
10366;717;4;15;30
10367;717;5;19;30
10368;717;6;23;27
10369;717;7;26;10
10370;717;8;31;30
10371;717;9;36;32
10372;718;1;3;36
10373;718;10;39;24
10374;718;11;44;24
10375;718;2;7;36
10376;718;3;12;40
10377;718;4;15;30
10378;718;5;18;20
10379;718;6;23;27
10380;718;7;28;20
10381;718;8;31;30
10382;718;9;35;24
10383;719;1;1;12
10384;719;10;37;8
10385;719;11;44;24
10386;719;2;5;12
10387;719;3;10;20
10388;719;4;16;40
10389;719;5;17;10
10390;719;6;23;27
10391;719;7;25;5
10392;719;8;32;40
10393;719;9;36;32
10394;720;1;1;12
10395;720;10;40;32
10396;720;11;44;24
10397;720;2;5;12
10398;720;3;12;40
10399;720;4;16;40
10400;720;5;18;20
10401;720;6;21;9
10402;720;7;27;15
10403;720;8;31;30
10404;720;9;35;24
10405;721;1;3;36
10406;721;10;38;16
10407;721;11;44;24
10408;721;2;8;48
10409;721;3;10;20
10410;721;4;15;30
10411;721;5;19;30
10412;721;6;21;9
10413;721;7;27;15
10414;721;8;29;10
10415;721;9;33;8
10416;722;1;2;24
10417;722;10;38;16
10418;722;11;42;12
10419;722;2;6;24
10420;722;3;11;30
10421;722;4;15;30
10422;722;5;18;20
10423;722;6;21;9
10424;722;7;26;10
10425;722;8;30;20
10426;722;9;33;8
10427;723;1;2;24
10428;723;10;39;24
10429;723;11;44;24
10430;723;2;8;48
10431;723;3;12;40
10432;723;4;14;20
10433;723;5;18;20
10434;723;6;21;9
10435;723;7;28;20
10436;723;8;31;30
10437;723;9;33;8
10438;724;1;2;24
10439;724;10;38;16
10440;724;11;42;12
10441;724;2;6;24
10442;724;3;11;30
10443;724;4;14;20
10444;724;5;18;20
10445;724;6;21;9
10446;724;7;28;20
10447;724;8;30;20
10448;724;9;34;16
10449;725;1;1;12
10450;725;10;38;16
10451;725;11;41;6
10452;725;2;5;12
10453;725;3;9;10
10454;725;4;14;20
10455;725;5;17;10
10456;725;6;21;9
10457;725;7;26;10
10458;725;8;30;20
10459;725;9;33;8
10460;726;1;1;12
10461;726;10;38;16
10462;726;11;41;6
10463;726;2;5;12
10464;726;3;9;10
10465;726;4;14;20
10466;726;5;17;10
10467;726;6;21;9
10468;726;7;26;10
10469;726;8;30;20
10470;726;9;33;8
10471;727;1;1;12
10472;727;10;38;16
10473;727;11;43;18
10474;727;2;8;48
10475;727;3;9;10
10476;727;4;16;40
10477;727;5;18;20
10478;727;6;24;36
10479;727;7;27;15
10480;727;8;32;40
10481;727;9;36;32
10482;728;1;4;48
10483;728;10;40;32
10484;728;11;44;24
10485;728;2;7;36
10486;728;3;12;40
10487;728;4;16;40
10488;728;5;18;20
10489;728;6;22;18
10490;728;7;28;20
10491;728;8;32;40
10492;728;9;36;32
10493;729;1;3;36
10494;729;10;39;24
10495;729;11;44;24
10496;729;2;7;36
10497;729;3;12;40
10498;729;4;15;30
10499;729;5;19;30
10500;729;6;23;27
10501;729;7;27;15
10502;729;8;31;30
10503;729;9;35;24
10504;730;1;3;36
10505;730;10;40;32
10506;730;11;44;24
10507;730;2;8;48
10508;730;3;12;40
10509;730;4;15;30
10510;730;5;20;40
10511;730;6;24;36
10512;730;7;27;15
10513;730;8;31;30
10514;730;9;36;32
10515;731;1;1;12
10516;731;10;38;16
10517;731;11;43;18
10518;731;2;6;24
10519;731;3;11;30
10520;731;4;14;20
10521;731;5;19;30
10522;731;6;21;9
10523;731;7;25;5
10524;731;8;31;30
10525;731;9;33;8
10526;732;1;3;36
10527;732;10;39;24
10528;732;11;44;24
10529;732;2;7;36
10530;732;3;11;30
10531;732;4;16;40
10532;732;5;18;20
10533;732;6;24;36
10534;732;7;28;20
10535;732;8;32;40
10536;732;9;35;24
10537;733;1;2;24
10538;733;10;38;16
10539;733;11;43;18
10540;733;2;6;24
10541;733;3;11;30
10542;733;4;14;20
10543;733;5;18;20
10544;733;6;21;9
10545;733;7;26;10
10546;733;8;30;20
10547;733;9;33;8
10548;734;1;2;24
10549;734;10;39;24
10550;734;11;43;18
10551;734;2;8;48
10552;734;3;11;30
10553;734;4;15;30
10554;734;5;18;20
10555;734;6;21;9
10556;734;7;26;10
10557;734;8;31;30
10558;734;9;33;8
10559;735;1;3;36
10560;735;10;39;24
10561;735;11;43;18
10562;735;2;7;36
10563;735;3;12;40
10564;735;4;15;30
10565;735;5;19;30
10566;735;6;21;9
10567;735;7;28;20
10568;735;8;31;30
10569;735;9;35;24
10570;736;1;2;24
10571;736;10;38;16
10572;736;11;43;18
10573;736;2;6;24
10574;736;3;10;20
10575;736;4;14;20
10576;736;5;18;20
10577;736;6;21;9
10578;736;7;26;10
10579;736;8;30;20
10580;736;9;33;8
10581;737;1;2;24
10582;737;10;38;16
10583;737;11;44;24
10584;737;2;8;48
10585;737;3;12;40
10586;737;4;15;30
10587;737;5;19;30
10588;737;6;21;9
10589;737;7;27;15
10590;737;8;31;30
10591;737;9;33;8
10592;738;1;3;36
10593;738;10;38;16
10594;738;11;44;24
10595;738;2;7;36
10596;738;3;11;30
10597;738;4;15;30
10598;738;5;18;20
10599;738;6;24;36
10600;738;7;28;20
10601;738;8;30;20
10602;738;9;34;16
10603;739;1;2;24
10604;739;10;38;16
10605;739;11;42;12
10606;739;2;6;24
10607;739;3;11;30
10608;739;4;15;30
10609;739;5;19;30
10610;739;6;21;9
10611;739;7;27;15
10612;739;8;29;10
10613;739;9;36;32
10614;740;1;3;36
10615;740;10;40;32
10616;740;11;44;24
10617;740;2;8;48
10618;740;3;12;40
10619;740;4;16;40
10620;740;5;20;40
10621;740;6;23;27
10622;740;7;28;20
10623;740;8;32;40
10624;740;9;36;32
10625;741;1;2;24
10626;741;10;39;24
10627;741;11;43;18
10628;741;2;7;36
10629;741;3;12;40
10630;741;4;15;30
10631;741;5;18;20
10632;741;6;24;36
10633;741;7;28;20
10634;741;8;32;40
10635;741;9;33;8
10636;742;1;2;24
10637;742;10;39;24
10638;742;11;43;18
10639;742;2;7;36
10640;742;3;12;40
10641;742;4;16;40
10642;742;5;19;30
10643;742;6;23;27
10644;742;7;27;15
10645;742;8;32;40
10646;742;9;33;8
10647;743;1;1;12
10648;743;10;39;24
10649;743;11;43;18
10650;743;2;7;36
10651;743;3;10;20
10652;743;4;14;20
10653;743;5;18;20
10654;743;6;23;27
10655;743;7;25;5
10656;743;8;30;20
10657;743;9;33;8
10658;744;1;2;24
10659;744;10;39;24
10660;744;11;43;18
10661;744;2;7;36
10662;744;3;12;40
10663;744;4;16;40
10664;744;5;19;30
10665;744;6;24;36
10666;744;7;28;20
10667;744;8;31;30
10668;744;9;33;8
10669;745;1;1;12
10670;745;10;38;16
10671;745;11;43;18
10672;745;2;7;36
10673;745;3;10;20
10674;745;4;15;30
10675;745;5;18;20
10676;745;6;23;27
10677;745;7;28;20
10678;745;8;32;40
10679;745;9;33;8
10680;746;1;1;12
10681;746;10;39;24
10682;746;11;43;18
10683;746;2;7;36
10684;746;3;10;20
10685;746;4;16;40
10686;746;5;20;40
10687;746;6;21;9
10688;746;7;27;15
10689;746;8;31;30
10690;746;9;33;8
10691;747;1;1;12
10692;747;10;38;16
10693;747;11;41;6
10694;747;2;5;12
10695;747;3;9;10
10696;747;4;14;20
10697;747;5;17;10
10698;747;6;21;9
10699;747;7;26;10
10700;747;8;30;20
10701;747;9;33;8
10702;748;1;1;12
10703;748;10;38;16
10704;748;11;41;6
10705;748;2;5;12
10706;748;3;9;10
10707;748;4;13;10
10708;748;5;17;10
10709;748;6;21;9
10710;748;7;26;10
10711;748;8;30;20
10712;748;9;33;8
10713;749;1;1;12
10714;749;10;39;24
10715;749;11;41;6
10716;749;2;5;12
10717;749;3;9;10
10718;749;4;14;20
10719;749;5;17;10
10720;749;6;21;9
10721;749;7;26;10
10722;749;8;30;20
10723;749;9;33;8
10724;750;1;3;36
10725;750;10;39;24
10726;750;11;44;24
10727;750;2;8;48
10728;750;3;12;40
10729;750;4;15;30
10730;750;5;20;40
10731;750;6;24;36
10732;750;7;28;20
10733;750;8;32;40
10734;750;9;36;32
10735;751;1;4;48
10736;751;10;40;32
10737;751;11;44;24
10738;751;2;7;36
10739;751;3;12;40
10740;751;4;16;40
10741;751;5;20;40
10742;751;6;24;36
10743;751;7;27;15
10744;751;8;31;30
10745;751;9;36;32
10746;752;1;3;36
10747;752;10;37;8
10748;752;11;44;24
10749;752;2;8;48
10750;752;3;12;40
10751;752;4;16;40
10752;752;5;19;30
10753;752;6;24;36
10754;752;7;28;20
10755;752;8;32;40
10756;752;9;33;8
10757;753;1;3;36
10758;753;10;37;8
10759;753;11;44;24
10760;753;2;7;36
10761;753;3;12;40
10762;753;4;13;10
10763;753;5;18;20
10764;753;6;22;18
10765;753;7;28;20
10766;753;8;32;40
10767;753;9;33;8
10768;754;1;3;36
10769;754;10;39;24
10770;754;11;44;24
10771;754;2;8;48
10772;754;3;12;40
10773;754;4;15;30
10774;754;5;19;30
10775;754;6;21;9
10776;754;7;27;15
10777;754;8;32;40
10778;754;9;33;8
10779;755;1;2;24
10780;755;10;39;24
10781;755;11;42;12
10782;755;2;7;36
10783;755;3;11;30
10784;755;4;15;30
10785;755;5;18;20
10786;755;6;22;18
10787;755;7;28;20
10788;755;8;30;20
10789;755;9;34;16
10790;756;1;2;24
10791;756;10;40;32
10792;756;11;44;24
10793;756;2;8;48
10794;756;3;10;20
10795;756;4;16;40
10796;756;5;19;30
10797;756;6;24;36
10798;756;7;27;15
10799;756;8;32;40
10800;756;9;36;32
10801;757;1;2;24
10802;757;10;39;24
10803;757;11;43;18
10804;757;2;7;36
10805;757;3;10;20
10806;757;4;15;30
10807;757;5;18;20
10808;757;6;21;9
10809;757;7;28;20
10810;757;8;31;30
10811;757;9;33;8
10812;758;1;3;36
10813;758;10;39;24
10814;758;11;44;24
10815;758;2;8;48
10816;758;3;9;10
10817;758;4;16;40
10818;758;5;17;10
10819;758;6;24;36
10820;758;7;28;20
10821;758;8;32;40
10822;758;9;35;24
10823;759;1;2;24
10824;759;10;38;16
10825;759;11;43;18
10826;759;2;6;24
10827;759;3;10;20
10828;759;4;14;20
10829;759;5;18;20
10830;759;6;21;9
10831;759;7;26;10
10832;759;8;30;20
10833;759;9;33;8
10834;760;1;4;48
10835;760;10;40;32
10836;760;11;44;24
10837;760;2;8;48
10838;760;3;12;40
10839;760;4;16;40
10840;760;5;18;20
10841;760;6;24;36
10842;760;7;27;15
10843;760;8;32;40
10844;760;9;36;32
10845;761;1;1;12
10846;761;10;38;16
10847;761;11;44;24
10848;761;2;8;48
10849;761;3;12;40
10850;761;4;13;10
10851;761;5;18;20
10852;761;6;24;36
10853;761;7;27;15
10854;761;8;32;40
10855;761;9;33;8
10856;762;1;1;12
10857;762;10;40;32
10858;762;11;44;24
10859;762;2;8;48
10860;762;3;12;40
10861;762;4;13;10
10862;762;5;18;20
10863;762;6;21;9
10864;762;7;28;20
10865;762;8;29;10
10866;762;9;33;8
10867;763;1;4;48
10868;763;10;38;16
10869;763;11;44;24
10870;763;2;7;36
10871;763;3;11;30
10872;763;4;16;40
10873;763;5;20;40
10874;763;6;24;36
10875;763;7;26;10
10876;763;8;31;30
10877;763;9;33;8
10878;764;1;3;36
10879;764;10;39;24
10880;764;11;44;24
10881;764;2;8;48
10882;764;3;12;40
10883;764;4;16;40
10884;764;5;19;30
10885;764;6;24;36
10886;764;7;28;20
10887;764;8;32;40
10888;764;9;36;32
10889;765;1;4;48
10890;765;10;39;24
10891;765;11;44;24
10892;765;2;8;48
10893;765;3;12;40
10894;765;4;16;40
10895;765;5;19;30
10896;765;6;24;36
10897;765;7;28;20
10898;765;8;31;30
10899;765;9;34;16
10900;766;1;2;24
10901;766;10;39;24
10902;766;11;43;18
10903;766;2;8;48
10904;766;3;10;20
10905;766;4;16;40
10906;766;5;19;30
10907;766;6;24;36
10908;766;7;27;15
10909;766;8;32;40
10910;766;9;34;16
10911;767;1;4;48
10912;767;10;40;32
10913;767;11;44;24
10914;767;2;8;48
10915;767;3;12;40
10916;767;4;16;40
10917;767;5;20;40
10918;767;6;22;18
10919;767;7;28;20
10920;767;8;32;40
10921;767;9;36;32
10922;768;1;2;24
10923;768;10;39;24
10924;768;11;44;24
10925;768;2;7;36
10926;768;3;11;30
10927;768;4;15;30
10928;768;5;19;30
10929;768;6;23;27
10930;768;7;27;15
10931;768;8;31;30
10932;768;9;36;32
10933;769;1;3;36
10934;769;10;40;32
10935;769;11;44;24
10936;769;2;8;48
10937;769;3;12;40
10938;769;4;15;30
10939;769;5;19;30
10940;769;6;23;27
10941;769;7;27;15
10942;769;8;32;40
10943;769;9;36;32
10944;770;1;2;24
10945;770;10;40;32
10946;770;11;44;24
10947;770;2;8;48
10948;770;3;11;30
10949;770;4;16;40
10950;770;5;18;20
10951;770;6;23;27
10952;770;7;27;15
10953;770;8;32;40
10954;770;9;36;32
10955;771;1;1;12
10956;771;10;40;32
10957;771;11;44;24
10958;771;2;5;12
10959;771;3;12;40
10960;771;4;16;40
10961;771;5;18;20
10962;771;6;21;9
10963;771;7;28;20
10964;771;8;32;40
10965;771;9;35;24
10966;772;1;1;12
10967;772;10;38;16
10968;772;11;44;24
10969;772;2;8;48
10970;772;3;10;20
10971;772;4;15;30
10972;772;5;17;10
10973;772;6;24;36
10974;772;7;28;20
10975;772;8;31;30
10976;772;9;35;24
10977;773;1;2;24
10978;773;10;38;16
10979;773;11;43;18
10980;773;2;7;36
10981;773;3;11;30
10982;773;4;14;20
10983;773;5;19;30
10984;773;6;22;18
10985;773;7;27;15
10986;773;8;30;20
10987;773;9;33;8
10988;774;1;3;36
10989;774;10;38;16
10990;774;11;43;18
10991;774;2;7;36
10992;774;3;11;30
10993;774;4;15;30
10994;774;5;19;30
10995;774;6;22;18
10996;774;7;27;15
10997;774;8;31;30
10998;774;9;34;16
10999;775;1;2;24
11000;775;10;38;16
11001;775;11;43;18
11002;775;2;8;48
11003;775;3;12;40
11004;775;4;15;30
11005;775;5;19;30
11006;775;6;23;27
11007;775;7;28;20
11008;775;8;31;30
11009;775;9;33;8
11010;776;1;3;36
11011;776;10;39;24
11012;776;11;43;18
11013;776;2;8;48
11014;776;3;12;40
11015;776;4;16;40
11016;776;5;19;30
11017;776;6;21;9
11018;776;7;26;10
11019;776;8;32;40
11020;776;9;33;8
11021;777;1;3;36
11022;777;10;39;24
11023;777;11;44;24
11024;777;2;6;24
11025;777;3;11;30
11026;777;4;16;40
11027;777;5;18;20
11028;777;6;24;36
11029;777;7;27;15
11030;777;8;31;30
11031;777;9;36;32
11032;778;1;1;12
11033;778;10;38;16
11034;778;11;41;6
11035;778;2;5;12
